name,isin,symbol
MUL-LYX.MSCI W.HCTRUE CEO,LU0533033238,LYPE
MUL-LYX.MSCI W.IN.TRUECEO,LU0533033402,LYPF
MUL-LYX.MSCI W.ITTRUE CEO,LU0533033667,LYPG
MUL-LYX.MSCI W.MA.TRUECEO,LU0533033824,LYPH
MUL-LYX.MSCI W.TS.TRUECEO,LU0533034129,LYPI
MUL-LYX.MSCI W.UT.TRUECEO,LU0533034558,LYPQ
ELECTRAWINDS SE A,LU0538936351,EWI
WTS 2017,LU0538952044,EWIW
M.A.-TOPIX EO HD.IN.UETF,LU0562666403,M9SW
DB X-T.MSCI PHIL.I.1C-DL,LU0592215403,XPQP
DB X-T.MSCI EM H.IDX.1CDL,LU0592216989,XMKH
DB X-T.MSCI EM I.T.I.1CDL,LU0592217102,XMK1
DB X-T.MSCI A.T50 I. 1CDL,LU0592217524,XMKA
OSS. US MV UC. ETF 1C EO,LU0599612685,OSX2
OSS.ISTX.EUR.MV.UC.ETF 1C,LU0599612842,OSX4
OSS.ESTXX600 EW UC.ETF 1C,LU0599613147,OSX6
COMSTAGE-DIVDAX U.ETF I,LU0603933895,C003
COMST.-SH.DAX TR U.ETF I,LU0603940916,C004
COMSTAGE-SDAX UCITS ETF I,LU0603942888,C005
COMST.-SPI TR UCITS ETF I,LU0603946798,C029
DBX-TRII-MTS E.B.I.BTP 1D,LU0613540185,XBO1
DBX-TRII-MTS E.B.I.BOT 1C,LU0613540268,XBO2
DBX-TRII-MTS E.B.I.AGG 1D,LU0613540698,XBO3
DB X-TII-IB.G.3-5 1DEO,LU0613540854,XGN5
DBXTR.II-E.G.B.1-3(DR)1D,LU0614173549,X03B
DBXTR.II-E.G.B.3-5(DR)1D,LU0614173895,X03C
UBS-ETF-MSCI WLD.S.RESP.A,LU0629459743,UIMM
UBS ETF-MSCI USA S.R.ADDL,LU0629460089,UIMP
UBS E.-MSCI EMU S.R.EOAD,LU0629460675,UIMR
UBS-ETF-MSCI PAC.S.RESP.A,LU0629460832,UIMT
COMS.-MSCI EM.M.T.U.ETF I,LU0635178014,E127
DB X-T.II-IB.G. 1C,LU0643975161,X03G
DBXTR.II-EUROZ.G.B.(DR)1D,LU0643975591,X03F
COMST.-F.A.Z.IDX U.ETF I,LU0650624025,C006
DBX-T.MSCI SING.IDX.1CDL,LU0659578842,XBAS
DB X-TRACKER.ATX ETF 1CEO,LU0659579063,XB4A
DBX-T.MSCI PAK.I.1CDL,LU0659579147,XBAK
DBXT-MSCI BANG.INDEX 1CDL,LU0659579220,XBAN
DB X-TR.MSCI WLD.IDX.4C,LU0659579733,XWEH
DB X-TR.MSCI J.I.(DR)4CEO,LU0659580079,XMK9
UBS-ETF-MSCI EMU SM.CAP.A,LU0671493277,UEFD
C.MSCIEM.2XD.L.T.U.ETF I,LU0675401409,C128
DB X-TR.II GLG.BDU.E.1DEO,LU0690964092,XGVD
OSS. EM MV UC. ETF 1C EO,LU0705291903,OSX9
UBS-ETF-B.C.US 1-3 TR.ADL,LU0721552544,UEFF
UBS-ETF-B.C.US 7-10 T.ADL,LU0721552973,UEFI
UBS-ETF-MK.IB.EO G.1-3AEO,LU0721553351,UEFL
UBS-ETF-M.IB.EO LIQ.C.AEO,LU0721553864,UEFR
DB X-TII-IB.G.7-10 1DE,LU0730820569,XG71
"GRAND CITY PROPERT.EO-,10",LU0775917882,GYC
DB X-TR.CSI300 ETF 1C,LU0779800910,XCHA
DB X-TR.CSI300 CON.DIS.1C,LU0781021950,XCHD
DB X-TR.CSI300 HEA.CARE1C,LU0781022339,XCHC
OSS.WORLD MV UC. ETF 1CDL,LU0799656698,OSXA
DBX-TRII-IB.EO L.CV.U.1C,LU0820950128,XLIQ
MUL-LYX.S+P500VFER UE CE,LU0832435464,VOOL
MUL-LY.SG G.Q.I.N.UE DE,LU0832436512,LGQI
DB X-T.EO S.50 E.F.E. 1D,LU0835262626,XD5F
DB X-T.FTSE 100 E.DR 1C,LU0838780707,XDUK
DB X-TR.DAX U.E.DR INC.1D,LU0838782315,XDDX
DBX-T.NIK.225 UCI.E.DR 1D,LU0839027447,XDJP
DB X-T.MSCI EMU I.UEDR.1D,LU0846194776,XD5E
COMS.-SP S.40IN.T.U.ETF I,LU0860821874,E129
EUROPE SECTORTREND R,LU0861095221,ES5R
DB X-TR.HAR.CSI300 UC. 1D,LU0875160326,RQFI
OSS.R.W.E.C. UC.ETF 1CEO,LU0876440578,OSXC
UBS-E.-SBI F.AAA-BBB1-5AD,LU0879397742,UEFY
UBS-E.SBI F.AAA-BBB5-10AD,LU0879399441,UEFZ
DB X-TR.II GL G.BD U.E.5C,LU0908508731,XG7S
DBXTII-G.I.L.B.UETF(DR)5C,LU0908508814,XGIU
DBXT.II-EGBYP1-3UETFDR 1C,LU0925589839,XYP1
UBS-E.-M.EMU H.T.DL ADDL,LU0937835576,FRCA
DB X-TR.II BA.G.AGG.BD 1D,LU0942970103,XBAG
DB X-TR.II BA.G.AGG.BD 5C,LU0942970798,XBAE
C.S.-FTSE CHINA A50 U.E.I,LU0947415054,C024
UBS-E.-M.UK H.TO EO AAEO,LU0950671239,UEF3
UBS-E.-M.JP.H.TO EO AAEO,LU0950672476,UEF2
DB X-T.II-IB.S.E.Y.P.2C,LU0952581402,XHYP
DBXT.II J.G.B.UETF(DR) 1C,LU0952581584,XJSE
DB X-T.II-IB.S.E.Y.P.1D,LU0962071741,XYPD
DBXTII-G.I.L.B.UETF(DR)1D,LU0962078753,XGII
DB X-TR.II-IB.G.C.T.1D,LU0962081203,XBCD
DBX-TRII-IB.S.EOZ.AAA 1D,LU0975326215,XBAI
DBXT.II-EGBYP1-3UETFDR 1D,LU0975334821,XY1D
COMSTAGE-MDAX UCITS ETF I,LU1033693638,C007
C.MSCI JAP.100P.D.HD EO I,LU1033694107,C025
C.-S+P 500 EO D.HD N.TR I,LU1033694362,C014
UBS-ETF-MSCI E.MA.S.R.ADL,LU1048313891,UEF5
UBS-E.B.E.A.L.C.1-5 Y.AEO,LU1048314196,UEF6
UBS-ETF-B.US L.C.1-5Y.ADL,LU1048314949,UEF7
UBS-ET.B.US L.C.1-5Y.AEOH,LU1048315243,UEF8
UBS-ETF-B.US LIQ.CORP.ADL,LU1048316647,UEF9
UBS-ETF-B.US LIQ.COR.AEOH,LU1048317025,UEF0
"STABILUS S.A. INH. EO-,01",LU1066226637,STM
"3W POWER S.A. EO -,01",LU1072910919,3W9K
OSS.S.B.US S.V.T U.ETF1CE,LU1079841273,USCP
OSS.S.B.EU.S.V.T U.ETF1CE,LU1079842321,EUPE
DB X-TR.II H.CSI C.S.B.1D,LU1094612022,CGB
COMST.-MSCI ITALY TRN I,LU1104574725,C032
COMST.-MSCI SPAIN TRN I,LU1104577314,C033
COMST.-LEVDAX X2 UC.ETF I,LU1104579369,E043
COMST.-SHORTMDAX TR UCI.I,LU1104582231,E044
DBX-TRII-IB.EO HYBD 1-31D,LU1109939865,XHY1
DBXTII-EUR HYCBUETF(DR)1D,LU1109942653,XHYG
DBXTII-EUR HYCBUETF(DR)1C,LU1109943388,XHYA
SI UC.-UC TH.R.B.E.C.B.UE,LU1199448058,ECBD
UBS-ETF-FA.MS.EMU QU EOAD,LU1215451524,UIM2
UBS-ETF-FA.MS.EMU PV EOAD,LU1215452928,UIMZ
UBS-ETF-FA.MS.EMU LV EOAD,LU1215454460,UIMY
UBS-ETF-F.M.EMU TSY EOAD,LU1215455947,UIM8
LYXOR JPMORGAN EU.LO.C-EO,LU1218122742,LYXL
LYXOR JPM E.LO.SI.ETF CEO,LU1218123047,LYXS
LYXOR JPM EUR.MOM.ETF CEO,LU1218123393,LYXM
LYXOR JPM EUR.QUA.ETF CEO,LU1218123559,LYXQ
LYXOR JPM EUR.VAL.ETF CEO,LU1218123716,LYXV
UBS-ETF-MSCI JAP.S.R.ADYN,LU1230561679,FRCJ
DB X-TR.MSCI EUR.IDX.DR1D,LU1242369327,XIEE
ADO PROPERTIES S.A. NPV,LU1250154413,ADJ
OSSIAM JAP.MV NR UETF1CEO,LU1254453738,OSXJ
OSSIAM JA.MVNR UETFHI1CEO,LU1254453902,OSX7
OSSIAM ISX EMVHD UETF1DEO,LU1254455949,OSXN
C-CBK 10Y US-T.FUT.TR E.I,LU1275254636,E570
C-CBK 10Y US-T.FU.S.T.E.I,LU1275254800,E571
C-CBK US-T.BD FUT.S.T.E.I,LU1275255286,E572
C-CBK US-T.BD FU.D.SH.T.I,LU1275255369,E573
CS.CO.C.EX-AG.M.E.H.ETF I,LU1275255799,C099
MUL-LYX.PAN AFR.UCITS CEO,LU1287022708,LGQM
MUL-LX.EUROM.5-7Y I.G.CEO,LU1287023003,LYXC
MUL-LX.EUROM.7-10Y I.G.CE,LU1287023185,LYXD
MUL-LYX.EUROM.15+Y I.G.CE,LU1287023268,LYXF
MUL-LYX.EUROMTS HRM.-WCEO,LU1287023342,LYXA
LYXOR JPMORG.MUL.-F.E.CEO,LU1290894820,LYX5
BNPPE.-F.E./N.D.E.UEQDDIS,LU1291091228,EEP
BNPPE.-M.E.M.EX.C.W.UEEOC,LU1291097779,EMKX
BNPPE.-MSCI E.M.SRI UECDL,LU1291098314,ESRI
BNPPE.-M.EMU EX.C.W.UECEO,LU1291098827,EMUX
BNPPE.-M.EUR.EX.C.W.UECEO,LU1291099718,EEUX
BNPPE.-MSCI E.EUKECWUECEO,LU1291100664,EEXU
BNPPE.-MSCI.E.SC.ECW.UECE,LU1291101555,EESM
BNPPE.-MSCI JA.EX.CW.UECE,LU1291102447,EJAP
BNPPE.-M.KLD400 S.UECDL,LU1291103338,EKLD
BNPPE.-MSCI NA.EXCW.UECEO,LU1291104575,ENOA
BNPPE.-MSCI P.EJECW UECEO,LU1291106356,PAC
BNPPE.-MSCI UK ECW.UECEO,LU1291107917,EMUK
BNPPE.-M.W.EX.C.W.UECDL,LU1291108642,EWRD
BNPPE.-NMX30 I.GL UECEO,LU1291109293,XU61
BNP P.EASY-EN.+ME.E.R.CEO,LU1291109616,GSDE
CORESTATE CAPITAL HLDG,LU1296758029,CCAP
BOCI CBK-S.S.EX.50A I.AYD,LU1306625283,BOC1
DB X-T.H.FTSE C.A-H50 1D,LU1310477036,AH50
UBS-B.DL EM.MKT.SOV. ADDL,LU1324516050,UEFS
UBS-B.DL EM.MKT.SOV. AAEO,LU1324516308,FRCK
LYXOR JPMORG.MUL.-F.W.CDL,LU1348962132,LYT3
SI U-UC TH.REU.B.E.C.BD D,LU1372156916,ECBC
BNPPE.-E.L.V.E.UECEO,LU1377381717,VLEU
BNPPE.-E.L.V.US UECEO,LU1377381980,VLUS
BNPPE.-E.MO.EU.UECEO,LU1377382012,MOEU
BNPPE.-E.QU.EU.UECEO,LU1377382103,QUEU
BNPPE.-E.VA.EU.UECEO,LU1377382285,VALU
"SENVION S.A.     EUR -,01",LU1377527517,SEN
BOCI CBK-S.S.EX.50A I.AED,LU1377632572,C2BC
MUL-LYX.EO 2-10Y I.EX.CEO,LU1390062245,EUIN
MUL-LYX.DL 10Y I.EX.UECDL,LU1390062831,UINF
DB X-T.II-IB.DL TR.(DR)2D,LU1399300455,XUTE
MYBUCKS SA ORD.REG. EO 1,LU1404975507,MBC
D.X.II IB.D.A.EX-J.C.B.1D,LU1409136006,ALQD
MUL-L.C.T.R.C.C.C.E.A.CDL,LU1435770406,CAMX
AIS-AMU.MSCI BRAZ.U.ETF C,LU1437024992,540F
ICBCCS W.T.S+P CN.500 BDL,LU1440654330,ICW5
OSS.G.M.-A.R.-C.U.ETF1CEO,LU1446552496,OSXM
MUL-LYX.US TIPS (DR) DDL,LU1452600270,TIUP
UBS-ETF B.C.TIPS 10+ ADDL,LU1459802754,UIMB
BNPPE.-BA.E.GO.ILAM UECEO,LU1481200217,GOMA
BNPPE.-BA.US TREAS.UECDL,LU1481200308,USTY
BNPPE.-E.L.V.E.UEDEO,LU1481201025,VLED
BNPPE.-E.L.V.US UEDEO,LU1481201298,VLUD
BNPPE.-E.L.V.US UECDL,LU1481201371,VLUU
BNPPE.-E.MO.EU.UEDEO,LU1481201538,MOED
BNPPE.-E.QA.EU.UEDEO,LU1481201611,QUED
BNPPE.-E.VA.EU.UEDEO,LU1481201702,VALD
BNPPE.-M.IB.EO L.C.UETFCE,LU1481202775,ELQC
UBS-ETF-BA.MS.EU LCS ADEO,LU1484799769,UIMC
BNPPE.-IS.MJQ. 150UEEOHC,LU1547514676,ISTM
LY.I.-L.S.EU.600DRUEMHDEO,LU1574142243,STXH
ARCELORMITTAL S.A. NOUV.,LU1598757687,ARRD
MA.-IST.MUTB JQ150 I.UETF,LU1598815121,M9SQ
LOGWIN AG O.N.,LU1611544237,TGHA
SOLIDARE REAL E.H.PLC EO1,MT0000580101,SRH
KON. KPN NV         EO-04,NL0000009082,KPN
"HEINEKEN          EO 1,60",NL0000009165,HNK1
"UNILEVER CVA      EO -,16",NL0000009355,UNI3
"KONINKL. PHILIPS EO -,20",NL0000009538,PHI1
AIRBUS,NL0000235190,AIR
"AD PEPPER MEDIA   EO 0,05",NL0000238145,APM
AEGON NV (DEMAT.)   EO-12,NL0000303709,AEND
"FUGRO NV CVA NAM.  EO-,05",NL0000352565,F3D
"DELTA LLOYD N.V.  EO -,20",NL0009294552,98D
"NXP SEMICONDUCTORS EO-,20",NL0009538784,VNX
"ASML HOLDING    EO -,09",NL0010273215,ASME
"RNTS MEDIA N.V.   EO-,10",NL0010315453,RNM
"MOBILEYE N.V.     EO -,01",NL0010831061,0ME
"FIAT CHRYSLER AUTOM. 0,01",NL0010877643,2FI
"GRANDVISION N.V.  EO -,02",NL0010937066,8GV
"MYLAN N.V.    EO -,01",NL0011031208,6MY
"STEINHOFF INT.HLDG.EO-,50",NL0011375019,SNH
FERRARI N.V.,NL0011585146,2FE
"AHOLD DELHAIZE,KON.EO-,01",NL0011794037,AHOG
"ING GROEP NV      EO -,01",NL0011821202,INN1
SHOP APOTHEKE EUROPE INH.,NL0012044747,SAE
"QIAGEN NV         EO -,01",NL0012169213,QIA
CATALIS SE NAM.      EO 1,NL0012293955,XAE2
"MARINE HARVEST ASA NK 7,5",NO0003054108,PND
FRED.OLSEN ENERGY   NK 20,NO0003089005,FOH
"LEROY SEAFOOD GRP NK 0,10",NO0003096208,Z1L
"ORKLA             NK 1,25",NO0003733800,OKL
"DNO ASA A         NK -,25",NO0003921009,NK1A
"NORSK HYDRO ASA  NK 1,098",NO0005052605,NOH1
"OPERA SOFTWARE ASA NK-,02",NO0010040611,OS3
"STATOIL ASA       NK 2,50",NO0010096985,DNQ
"YARA INTERNATIONAL NK1,70",NO0010208051,IU2
BANCORP WEALTH MANAGM.NZ,NZBWME0001S2,BW6
CARNIVAL PAIRED CTF,PA1436583006,CVC1
HENNES + MAURITZ B SK-125,SE0000106270,HMSB
ERICSSON A (FRIA),SE0000108649,ERCG
ERICSSON B (FRIA),SE0000108656,ERCB
SVENSKA CELL.B FRIA  SK10,SE0000112724,SCA
SECURITAS AB B FR.   SK 1,SE0000163594,S7MB
"SVENSKA CELL.A FR.SK 3,33",SE0000171886,SCA1
SWEDISH MATCH,SE0000310336,SWM
BOLIDEN AB           SK 2,SE0000869646,BWJ
ARCAM AB,SE0005676160,MAC1
STOCKHOLM IT VENTURES AB,SE0006027546,TRIG
"ABB LTD ADR/1 SF 2,50",US0003752047,ABJA
"AGCO CORP.         DL-,01",US0010841023,AGJ
"AK STEEL HLDG      DL-,01",US0015471081,AK2
AT + T INC.          DL 1,US00206R1023,SOBA
ABBOTT LABS,US0028241000,ABL
"ABBVIE INC.        DL-,01",US00287Y1091,4AB
ACCOR SP.ADR NEW 1/5/O.N,US00435F3091,ACR1
ACTIVISION BLIZZARD INC.,US00507V1098,AIY
ADIDAS AG ADR 1/2/O.N.,US00687A1079,ADS1
"ADVANCED MIC.DEV.  DL-,01",US0079031078,AMD
"AEGON NV EO 0,12 NY REG.1",US0079241032,AENF
AIRBUS SE /UNSP.ADRS,US0092791005,AIRA
"ALEXION PHARMAC. DL-,0001",US0153511094,AXP
ALIBABA GR.HLDG SP.ADR 1,US01609W1027,AHLA
ALLIANZ SE ADR 1/10/O.N.,US0188051017,ALVA
"ALNYLAM PHARMACE.DL-,0001",US02043Q1076,DUL
"ALPHABET INC.CL C DL-,001",US02079K1079,ABEC
"ALPHABET INC.CL.A DL-,001",US02079K3059,ABEA
"ALTRIA GRP INC.   DL-,333",US02209S1033,PHM7
"AMAZON.COM INC.    DL-,01",US0231351067,AMZ
AMERICAN AIRLINES GRP,US02376R1023,A1G
"AMER. EXPRESS     DL -,20",US0258161092,AEC1
"AMER.INTL GRP NEW DL 2,50",US0268747849,AINN
"AMERICAN WATER WKS DL-,01",US0304201033,AWC
"AMGEN INC.       DL-,0001",US0311621009,AMG
ANGLO AMERICAN SP.ADR 1/2,US03485P3001,NGLD
APPLE INC.,US0378331005,APC
APPLIED MATERIALS INC.,US0382221051,AP2
ARCELORMITTAL NY SHS/1 ON,US03938L2034,ARRJ
ARCHER DANIELS MIDLAND,US0394831020,ADM
ARCONIC INC.         DL 1,US03965L1008,ALU2
"ARRAY BIOPHARMA   DL-,001",US04269X1054,AR2
"AXA UAP ADR 1/EO 2,29",US0545361075,AXAA
BASF SPONS. ADR 1,US0552625057,BASA
BHP BILLITON (ADR)/2,US05545E2090,BIL1
"BP PLC ADR/6 DL -,25",US0556221044,BSU
BNP PARIBAS ADR 1/2/EO 2,US05565A2024,BNPH
"BT GROUP ADR/10 LS 1,15",US05577E1010,BTQA
BYD CO. LTD ADR/2 YC 1,US05606L1008,BY6A
"BAIDU INC.A ADR DL-,00005",US0567521085,B1C
BAKER HUGHES INC.    DL 1,US0572241075,BHU
"BCO BIL.VIZ.ARG.ADR EO,-4",US05946K1016,BBVA
BCO SANTANDER ADR 1,US05964H1059,BSDK
"BANK AMERICA      DL 0,01",US0605051046,NCB
"BARCLAYS PLC ADR/4 LS-,25",US06738E2046,BCY2
BAXTER INTL          DL 1,US0718131099,BTL
BAYER ADR,US0727303028,BAYA
"BAY.MOT.WERK.ADR 0,3333",US0727433056,BMWB
BEIERSDORF UNSP.ADR 1/5,US07724U1034,BEIA
BERKSHIRE HATHAWAY A DL 5,US0846701086,BRH
"BERKSH. H.B NEW DL-,00333",US0846707026,BRYN
"BHP BILLI.SP.ADR 2/DL-,50",US0886061086,BHP
"BIOGEN INC. DL -,0005",US09062X1037,IDP
"BLACKROCK  CL. A DL -,01",US09247X1019,BLQA
BOEING CO.           DL 5,US0970231058,BCO
BRISTOL-MYERS SQUIBBDL-10,US1101221083,BRM
CANON INC. ADR/1 O.N.,US1380063099,CNNA
"CARBO CERAMICS     DL-,01",US1407811058,CR8
CATERPILLAR INC.     DL 1,US1491231015,CAT1
"CELGENE CORP.      DL-,01",US1510201049,CG3
"CHEMOURS CO.       DL-,01",US1638511089,2CU
"CHEVRON CORP.      DL-,75",US1667641005,CHV
CHINA MOBILE LTD.   ADR/5,US16941M1099,CTMA
CHURCH + DWIGHT CO. DL 1,US1713401024,CXU
"CISCO SYSTEMS    DL-,001",US17275R1023,CIS
"CITIGROUP INC.NEW DL -,01",US1729674242,TRVC
"CLOVIS ONCOLOGY   DL-,001",US1894641000,C6O
"COCA-COLA CO.      DL-,25",US1912161007,CCC3
"COEUR MINING DL -,01",US1921085049,CDM1
COLGATE-PALMOLIVE    DL 1,US1941621039,CPA
"COMMERCIAL METALS  DL-,01",US2017231034,CMS
COMMERZBK AG SPONS.ADR,US2025976059,ZZMS
"CONOCOPHILLIPS     DL-,01",US20825C1045,YCP
"CORNING INC.      DL -,50",US2193501051,GLW
COVESTRO AG SP.ADR 1/2,US22304D2071,1CO1
CREDIT SUISSE GP AG ADR 1,US2254011081,CSX1
"DANAHER CORP.      DL-,01",US2358511028,DAP
DANONE S.A. ADR 1/5/O.N.,US23636T1007,BSND
DEERE CO.            DL 1,US2441991054,DCO
"DELL TECHS INC. V  DL-,01",US24703L1035,12D
DEUTSCHE BOERSE ADR 1/10,US2515421061,63DA
LUFTHANSA AG DM 5 ADR 1,US2515613048,LHAB
DEUTSCHE TELEKOM ADR 1,US2515661054,DTEA
DEUTSCHE POST SPONS.ADR 1,US25157Y2028,DPWA
"DIEBOLD NIXDORF DL 1,25",US2536511031,DBD
DISNEY (WALT) CO.,US2546871060,WDP
"DOW CHEM.         DL 2,50",US2605431038,DCH1
"DU PONT NEMOURS  DL -,30",US2635341090,DUP
ENI S.P.A. ADR/2 EO 1,US26874R1086,ENI1
E.ON SE O.N. ADR,US2687801033,EOAA
"EBAY INC.         DL-,001",US2786421030,EBA
"EL. ARTS INC.      DL-,01",US2855121099,ERT
ENEL S.P.A. ADR      EO 1,US29265W2070,ENLA
ERICSSON B ADR,US2948216088,ERCA
EVOTEC AG ADR/2 O.N.,US30050E1055,EVTA
"EXELIXIS INC.      DL-,01",US30161Q1040,EX9
EXXON MOBIL CORP.,US30231G1022,XONA
"FACEBOOK INC.A DL-,000006",US30303M1027,FB2A
"FEDEX CORP.        DL-,10",US31428X1063,FDX
"FIRST SOLAR INC. D -,001",US3364331070,F3A
"FISERV INC.        DL-,01",US3377381088,FIV
"FITBIT A         DL-,0001",US33812L1026,5FB
"FORD MOTOR         DL-,01",US3453708600,FMC1
FREEPORT-MCMORAN INC.,US35671D8570,FPMB
FRESENIUS MD.CARE ADR 1/2,US3580291066,FMEA
FRESENIUS SE+CO. ADR 1/4,US35804M1053,FREA
GAZPROM ADR SP./2 RL 5L 5,US3682872078,GAZ
"GENL EL. CO.      DL -,06",US3696041033,GEC
"GENL MILLS        DL -,10",US3703341046,GRM
"GENERAL MOTORS     DL-,01",US37045V1008,8GM
"GILEAD SCIENCES   DL-,001",US3755581036,GIS
GLAXOSMITHKLINE SP. ADR/2,US37733W1053,GS7A
"GOLD FIELDS ADR/1 RC-,50",US38059T1060,EDG
GOLDMAN SACHS GRP INC.,US38141G1040,GOS
"GROUPON INC. DL-,0001",US3994731079,G5N
HSBC HLDGS PLC ADR/5DL-50,US4042804066,HBC2
"HP INC            DL -,01",US40434L1052,7HP
"HALLIBURTON CO.   DL 2,50",US4062161017,HAL
HANN.RUECKV.SE ADR 1/2/ON,US4106931052,HNRB
"HARLEY-DAVID.INC. DL -,01",US4128221086,HAR
"HECLA MNG          DL-,25",US4227041062,HCL
HEIDELBERGCEM.UN.ADR 1/5/,US42281P2056,HEIU
HELIOS+MATHE.ANALYT.DL-01,US42327L2007,QCLN
HEWLETT PACKARD ENT.,US42824C1099,2HP
"HOME DEPOT INC.    DL-,05",US4370761029,HDI
HONEYWELL INTL        DL1,US4385161066,ALD
"HORMEL FOODS   DL-,01465",US4404521001,HO7
HUGO BOSS AG SPON.ADR1/5,US4445601069,BOSA
"ILLUMINA INC.      DL-,01",US4523271090,ILU
IMPERIAL BRANDS PLC ADR/1,US45262P1021,ITBA
INFINEON TECHNOLOGIES ADR,US45662N1037,IFXA
"ING GP NV SP.ADR/1 EO-,24",US4568371037,INNA
"INTEL CORP.       DL-,001",US4581401001,INL
"INTL BUS. MACH.    DL-,20",US4592001014,IBM
INTL PAPER           DL 1,US4601461035,INP
"IROBOT CORP.       DL-,01",US4627261005,I8R
JPMORGAN CHASE       DL 1,US46625H1005,CMC
JINKOSOLAR ADR/4 DL-00002,US47759T1007,ZJS1
JOHNSON + JOHNSON    DL 1,US4781601046,JNJ
K+S AG SP.ADR 1/2/O.N.,US48265W1080,SDF1
"KELLOGG CO.       DL -,25",US4878361082,KEL
"KIMBERLY-CLARK    DL 1,25",US4943681035,KMY
"KINDER MORGAN P DL-,01",US49456B1017,2KD
"KONINKL. PHILIPS ADR -,20",US5004723038,PHIA
"KRAFT HEINZ CO.DL -,01",US5007541064,KHNZ
"LAS VEGAS SANDS   DL-,001",US5178341070,LCR
"LENOVO GRP ADR/20 HD-,10",US5262501050,LHL1
ELI LILLY,US5324571083,LLY
LINDE AG SP.ADR 1/10/O.N.,US5352232004,LIN1
"LLOYDS BKG ADR/4 LS -,25",US5394391099,LLD2
LOCKHEED MARTIN    DL 1,US5398301094,LOM
MAN SE UNSP.ADR 1/10,US5616411014,MANC
"MASTERCARD INC.A DL-,0001",US57636Q1040,M4I
MATTEL INC.          DL 1,US5770811025,MTT
"MAXWELL TECHS INC. DL-,01",US5777671067,MXW
"MCDONALDS CORP.   DL-,01",US5801351017,MDO
MCEWEN MINING INC.,US58039P1075,US8A
"MERCK CO.          DL-,01",US58933Y1055,6MK
"MICROSOFT    DL-,00000625",US5949181045,MSF
"MICRON TECHN. INC. DL-,10",US5951121038,MTE
MONDELEZ INTL INC. A,US6092071058,KTF
"MONSANTO CO.       DL-,01",US61166W1018,MOO
"MORGAN STANLEY     DL-,01",US6174464486,DWD
MUENCH.RUECK.UNS.ADR 1/10,US6261881063,MUVB
NESTLE NAM. ADR/1 SF 1,US6410694060,NESM
"NETFLIX INC.      DL-,001",US64110L1061,NFC
"NEWMONT MNG CORP. DL 1,60",US6516391066,NMM
NIKE INC. B,US6541061031,NKE
"NIVALIS THERAPEUT.DL-,001",US65481J1097,34L
"NOKIA OYJ A ADR 1/EO-,06",US6549022043,NOAA
NORTHROP GRUMMAN DL 1,US6668071029,NTH
NOVARTIS NAM. ADR 1,US66987V1098,NOTA
NOVO-NORDISK B ADR/1DK 10,US6701002056,NOVA
"NUANCE COMMUNIC.  DL-,001",US67020Y1001,SC2
"NVIDIA CORP.      DL-,001",US67066G1040,NVD
"OCCIDENTAL PET.    DL-,20",US6745991058,OPC
ONCOGENEX PHARMAC. DL-001,US68230A1060,SP4A
"ORACLE CORP.       DL-,01",US68389X1054,ORC
ORANGE S.A. ADR      EO 4,US6840601065,FTE1
"ORGANOVO HLDGS     DL-,01",US68620A1043,4OR
"LUKOIL SP.ADR     RL-,025",US69343P1057,LUK
"PAYPAL HDGS INC.DL-,0001",US70450Y1038,2PP
"PEPSICO INC.     DL-,0166",US7134481081,PEP
PETROCHINA YC1 ADR/100,US71646E1001,PC6A
"PFIZER INC.        DL-,05",US7170811035,PFE
PHILIP MORRIS INTL INC.,US7181721090,4I1
"PHILLIPS 66        DL-,01",US7185461040,R66
PORTOLA PHARMACEUT.DL-001,US7370101088,0PP
"PRICELINE GRP INC.DL-,008",US7415034039,PCE1
PRIMA BIOMED ADRS II/100,US74154B3024,YP1A
PROCTER GAMBLE,US7427181091,PRG
"PSIVIDA CORP.      DL-,01",US74440J1016,PV3A
"QUALCOMM INC.    DL-,0001",US7475251036,QCI
RWE AG  ADR 1,US74975E3036,RWEA
"RAYTHEON CO.       DL-,01",US7551115071,RTN1
"RENAU.UNSP.ARD 1/5 EO3,81",US7596734035,RNL1
REPSOL S.A. EO 1 ADR 1,US76026T2050,REPA
RIO TINTO PLC LS-10 ADR 1,US7672041008,RIOA
ROCHE HLDG SP.ADR 1/8,US7711951043,RHO6
ROYAL BK SCOTLD ADR/2,US7800976893,RYS2
ROYAL DUTCH SHELL B ADR/2,US7802591070,R6C2
ROYAL DUTCH SHELL A ADR/2,US7802592060,R6C1
KON. KPN NV ADR/1 O.N.,US7806412059,KPNB
"SALESFORCE.COM    DL-,001",US79466L3024,FOO
"SAMSUNG EL.0,5GDRS NV PFD",US7960502018,SSUN
"SAMS.EL.0,5SP.GDRS144A/95",US7960508882,SSU
SANOFI SA ADR 1/2/EO 2,US80105N1054,SNW2
SAP SE ADR/1 O.N.,US8030542042,SAPA
SBERBANK ADR REGS/4 RL3,US80585Y3080,SBNC
SIEMENS AG SP. ADR 1,US8261975010,SIEB
"SNAP INC. CL.A DL-,00001",US83304A1060,1SI
SOC. QUIMICA MIN.ADR B 1,US8336351056,QYM
STE GENERALE ADR 1/5/FF30,US83364L1098,SGE1
SOFTBANK GR.UNS.ADR1/2/ON,US83404D1090,SFTU
